complex_id,source,rna_hash,length_nt
PAIR:376896c20fba7dce64012157074bdeabee764c860247d2110ec3448bdec61e6d,NPInter 主表,556e297d2a03e3852739a779d2dd38e246e73b86fae97f4924c68e2cf8da1b04,358
PAIR:a6c879b4c0e21f9e18c1b931e0b3c1b27935bfe346426b285d755ea7f50fa7b5,NPInter binding-site,aa423c8c56a3a5d6870da59be2a945cdadc5205cd14e94729d9846a2ab53792b,21
PAIR:ffbcb0d85966f58d2be04951d75657129566915e59a43d6b2e760a950edb4eff,NPInter 主表,df11154767db3dd173d0faaf05adb52c9e26d64038069ca91102347ccbe626e2,258
PAIR:39c986cd2e94b46d929e003017a58ccb40801742e7a5d75fa0799d10c0f858d6,NPInter 主表,a77689ff56992364c5af15f5cb348102aa07085446d56c1dda0ee25a401ee636,448
PAIR:aff4a1cf3b39f1e0724740e03b5d372cecf475e0ed9f4828e56d210c640458b1,NPInter 主表,d52c0bd30128be88c618ac7bf6d54f421bc6c0d568b14e284d5cc85d9e30a117,387
PAIR:36d16e86a2ab74c72d78ad75625e9700a8d5f585f020c95c052e40bac65f86f7,NPInter 主表,8e52db05cabc8e5f94ac61302877950849d47d168b1959f85ac7140049f6f827,348
PAIR:6a03e8f1f3a1137fe6782a23a051cf50f170910cffa2a36ca925471d4af6adef,NPInter binding-site,c45eb44491a5dd98b35162f67a18b67381523b4655932260c30ffc3a45be178e,64
PAIR:08d50919c5dc26be6f8bd64225fdd54fac470e7e1327479da01403c00b214640,NPInter 主表,36ab90b7be3b2dd14c5a72d382dd9a6a21ba319c02d68b95a1736c460bee3578,382
PAIR:8003e534a53480dc6b73754d3c859e7d89817fece9794fbc918c84b42dd2047c,NPInter binding-site,0bd40a808e78640f75ab005c88d045700c65f32275a8f54b8ae345eb02b8e756,21
PAIR:0a32bb8f8abbb7f5869674d35a9f6ac7c5556fd761883c74cce0c24eeafdd3bc,NPInter 主表,2c96b83bc68244547592b40964f6b206f71983b1cc465502de54c32f04ecdafb,475
PAIR:67f0398575a32babb1a5b31dc0dd44ced0de4b3d29adbd8f1bec2e4b1cbd1351,NPInter binding-site,58873f2b009e6a7e340b1989310fe5f274d652e6bb21a09c0a7b98c435d36292,42
PAIR:4cd54914c7b993bd7ae72186bb255f4dd3865555b24fd1384d1ae1685783557c,NPInter binding-site,719736c4a1ab47b69213e8b546069b9a8233881e5e1ff66b6db5d4cc7044a04a,35
PAIR:2de39835a7f4613c5c5f918fdd98cfd1c701b41f3604d01b870efaba533043b0,NPInter binding-site,f15bb9efce1774a18b32ba3fa601edcf88e8159b21882ded2651e4f9db453550,52
PAIR:9d5e85a52bd83ccded0f076079dc8dcf9de5576c986a53ef05af01301aab65fe,NPInter binding-site,58f22853f7474c37c2af999ddf14253bd334c0f091da5e11f5f57e28d15221ac,54
PAIR:05ff3ff5aab6bb8352f4aac83a1bfdc12ffd2f2cc81c1d37c1fe83969e2d3ce8,NPInter binding-site,b246c7fabfa84f3ded578374a1232286c7862bcacd964bc9cb7f2259aba2fc42,70
PAIR:b0870a7b222cb252b1aa19e8adbc6ec289fb157cd2be5b06aeab990e707849e4,NPInter 主表,ee184c6be70375b06ff97ee9a70f75fbcba4da1d2f94561ec6151acbd55c83fa,265
PAIR:759f992584b4706dd4abcbaa8f4bad7067892e74841118d877491555343f1d2e,NPInter binding-site,6539b9f3f102c3a1dcd2856e7b3d043a6d30b88b0cf3d4f5e61c8f50f69b1072,20
PAIR:1c2c7b82f0206009f85ce71bbca99e282f536b030c4f516e0ec88b4ab106613b,NPInter binding-site,856121a2c3004fa420c437654ab922dc830656c76d6ab944be406cb7a7df8dd7,31
PAIR:afd8475bf6adf1c95e7fdb0a288df3e80eb2952eb5627221784b28d1748b793d,NPInter binding-site,b2c6bfb1bfbfa1b0752c02e438d45b943a67598e50f7e71dcd5dc2a5b262744f,23
PAIR:fba4dcc68f2adc740a1c8a088ab9ab3e52b4dd9e23711b74932da2bd7f1d2ff5,NPInter binding-site,0f50fae7fbd467929b4ee884c1b17908a85f9b49cef78005a7a9355b838fb8ae,51
PAIR:5dc14d9a72446a9b4bf5286b1590f6347b4368213a19acf3975220739d4eac86,NPInter 主表,33b3c2244649ff478ef129f84cb593883240ea15978572307194d09db93f5901,209
PAIR:9e5681a1cc85106dc9b312f0f5e26dc3f512a874218af09a05059f06b4ba3573,NPInter binding-site,eef71a9fe53bf39ff1c2b6560a53b0bf5eaed72f114f4874af67c629f3168aff,45
PAIR:3c13ff3d3658ad2f9e2374c39c7c1828c55678ab575b3bfb4673bae07c7deb60,NPInter binding-site,d3d6661305d8d6ef465a13cffbfd216300a31d40c52270ab898be80aa2884260,110
PAIR:c647ef1938902bbcda29599789ce6c930ff34e39e6c06523861fb86cdff9e759,NPInter binding-site,85f8ee6975aab9fa7bd91b6f816fbb7e7736143da4e592a7582777cab8bcf549,14
PAIR:09e4d89849da4f01b83308a97342d7e07c33f04acc4fa3c2757bcd1d04724d5d,NPInter binding-site,549b8cc72f1fcd4f91f5f6befe18a0f0a4db49d3371f8e1ebc0eb7b466b84d18,21
PAIR:1835dd19c13f87408334668f05e6b18d29ca1d34e3ea0f9ba56be4e6a406b1c1,NPInter binding-site,0a539d2394d022cc9a8d74de58b577c53984fa64214eb4201b65c0eb4f99c8f3,45
PAIR:dc74dd454d3ade0af08bae116ac91fd008be28bec929fa8d8a05d6a6634bf447,NPInter 主表,906bc8c76e6cb4330a9bf6e9d0e320e08b678ff09f663d1a2e01e85530620fab,347
PAIR:46dfccecbeaa338f824b724e419a488e37a00d5534a26bf2f5e1d3d6ef6e1a3a,NPInter binding-site,8ddf5da5cd755864b2849c072b8865a140040406d9ab2798323bdaca438b76d5,46
PAIR:5341db77e736d56af99da8c3133daf2723eae2c181723141f77d7c09f49160b1,NPInter 主表,96d3afdd5e36f42f17a73fd56419686d54866638ee1f9fe84cf27a0af3f4d05f,375
PAIR:7e0d349bb5179a5ada6ad9371bf151cae194c38cfe3db28c50bc531db8906ece,NPInter 主表,b18072d91c5f4e41591d4f59d06d2f8351cab51d8d97bf01d5d2708a69808ce4,360
PAIR:1d619dd9e14295f731e4b72410dcd73f91d0b78187081a8283f5b713f1fd9749,NPInter binding-site,4cea00b58d75877e7cc1c7ac06cd3a5ae1219f73dc83785ce8f08d503e34ddfc,76
PAIR:84421fa3f93bef1d5d9383ac4ba3494564ca9dfd3fb4906529170a449c74f3c4,NPInter binding-site,3046b7742e98e625179e02a489e4d984d7b5cd535a28ff4f1e676c7fd859dfb3,23
PAIR:3d235f447e30cd085377306eabd45f4840dc1caefcbe86b06a656fedafbc07aa,NPInter binding-site,36a3520d9a6ba469c5086da6656532642d850aafb750f60cacb01496099e73ff,39
PAIR:5ed1013bff0ae5cab702021f33a18e4762677916172cc966d2c4e7ac01c0d9f8,NPInter binding-site,c8d9577c0726d74dd44b053c94344d7ad3ae6ee0269162b2153b89bb3930ac7d,43
PAIR:d9cc59dd944b51883dd46dbe4bdcb2b9fd0766258e823e73ff51db91a92ff53f,NPInter 主表,99a17426e1312d9f10faf28e3c7ac723c9b73b7de0b807f5d1a16acef13c0d20,438
PAIR:90a020743fddbc63ae02b7ba29e65a6fa1c6d08189601af8392192b4aff09d89,NPInter binding-site,692e8972343e4db8cfa3d36889ff913702384af073cd7be38e3c1aac1f8e7229,36
PAIR:893fe8965e2f754d8614c97e917e7ea7fa41ef92cf74b71970a242dcdc5b2c42,NPInter binding-site,c36ebef62cbc8974be6b73b463a1750c8fa09faefebfd4aa6876313686a36237,57
PAIR:b187d3dd228b5e92527bc9db3727569b4ad49d0211de28b0edf272c601be49c9,NPInter binding-site,312e2ac3e7a1c92c09f38a0608b192cd769fb421d8a888bc5a9fc805a3608b8f,36
PAIR:ed3db5419f1f1eded7cc3a66d507aada9b2587e97fd88d97a7782c6c3d0fb61b,NPInter binding-site,4768ef2276c6250238279ce3f58ff16f779ae5e9225449ca769be6d0853c2605,50
PAIR:0f26d3c1eec0995a6078fc328e1678fb17319a71a6b9248404d7d18600190524,NPInter binding-site,d4ee0b4eaaaba5e24cecf0f4a8a22788a9a822c4b8801d1f21c8793746b0cdac,51
PAIR:dd72c5fcdcb4df9b13e7823ac2ed4942e95eec7ec3428f5464aced7a9f24060a,NPInter binding-site,e80a9559577820b7231e392f1162526c82830847862623d1f991eb0b466855dc,22
PAIR:f815abafb4a66774f7c6b91a2d2cafd1abf209e2bb78d3cd5a3003804f0632dd,NPInter binding-site,c9e9b293ab4ce40ff933d17cfde172123ce4849234a6500912d6f89fccbc6017,21
PAIR:a5ed1a4c37ef84b470a3f41e205a1ad502d7c0e2fc2262e08af540a0ab5a0b73,NPInter binding-site,ccd08d56f40d316a02ed8655f5b14d9964278ecbc225b014ce8ae1e1fa717241,51
PAIR:809a08cb613287e6fc053830284507300ff268205b6c52e8d5f2e4b4d75ec9a1,NPInter binding-site,655c27a8f1324f85119687b041686be8b0200124c95e7b67ac5bcf0804df0d68,87
PAIR:b864f2caadbd8d5c4b17978dfbbc7a9a83713ff0ae063b16b3f423f05d402888,NPInter binding-site,1fc0f8ce908ce8415ba5ba9ec0f3e5072ce6aa83b14aa970f227bfb0c2412b3d,81
PAIR:62a3d00b86baaee5bb2dd3b1375303abd1a20de331d1376303b1005fad4224da,NPInter binding-site,b1672cbe4f4ab56f403bed5f56c5d06696c71ce563a3e76680f83d51e7349b16,24
PAIR:91d33cf878baed991defb15b14a24c691460c5459eadc45f72d3c4abbda8cf5b,NPInter binding-site,e9b297a4652568e863498d329a429deccd5686d86c2a5abeb13ba829f6ef4080,49
PAIR:5eaea7e7883b6b47a6f540ececbea89b8d1ba2cc83bc8d91533167e28e2eb2cb,NPInter binding-site,2461e8922c39a01c1cbf58ed4ae7a644fe4401d6f793244cb63ab34736cbcfd5,35
PAIR:734deb478486259ceac14757c9ced8f4950aaad6fb49c9eb1a36bad04df33e5d,NPInter 主表,493534bdbe682062344cb1664dec92502043ad27b1a3f35fb570921c302c3aa4,400
PAIR:f47b46690b26c27123e29b19eacba97b225d0b2a4e5959ea87ad90bf777ec876,NPInter 主表,ab2894f7b8a16bbc5f1fd1fe7dfa37ceb8375a72f7fc0b6ae47baa143270c32d,480
PAIR:a40488a31b714932989233dee0dd6dce6f6c5eeac5242ffd6aae30062a414d75,NPInter binding-site,4eb84c0e328ce61aaaf04dc965802d1f533402eb2bfa72c1b1aa4a17fe2836b5,23
PAIR:5f7184be324542234095c132c49f9e9ff4a97136a194ab50a52b60eb461b96f7,NPInter binding-site,f323b1990006d00c369078fd5d5a4225c8545ed2d3a5983def80e571710d15f7,34
PAIR:918c9790c004c904b6d3a98b7bcaf836dfd4fc58fae73169fb7c34e73812c176,NPInter binding-site,9ad984c8e99d93b718419d40f248c12fbd2ea8491bc7a3a38d3fb3339167f603,30
PAIR:2a96072062e773c061ec6491193fa7abbe41e73fe5c3bb19e67b508e83059c37,NPInter 主表,c861dceae5956007c51bf6c6051521b95fa143ddb86b127c5632411ed3ef58bc,450
PAIR:4a083bb93b63ce7a3c3820c89c0955346191401cdd6aaee0867881ed629d6bc0,NPInter binding-site,ab755b52d5ac345bb6c78be5922bd41d2ee8b5b4f349ebda69e38544c3a6eb5c,54
PAIR:a7ba6dd7bfc4a89f095b88b546c5fe72891c2a8b5733b1f2a562604d8bdd64aa,NPInter binding-site,215f5da8ec51daa676a32db10d877c5051c3dc13364ea7fcf38697d44c5966a2,51
PAIR:b56bc4b82d5275b3487c83bc0ba242956cb39875bd3485595ea325058146809f,NPInter binding-site,004f14c035b73236db4ec9a689c3d397b0fdd06be6b2972c3df98f327a0fcea3,33
PAIR:8cdb64834046625b86b7a49a0006819c6c5851430ad591ff2ebd50f176f98135,NPInter 主表,cb9d6485f082a12de63b4151df5cb9a74240b6a03dafc9c276f53bff7deb8f2a,345
PAIR:767e4f46be3340f917d7b549fb9f0449e21a3d5d7b97a99a49ed09e06fdc8397,NPInter binding-site,7235722ac82eed64cf5c33076982525185b4ce2adb520eca3d3800882c1b56cb,11
PAIR:0fed2d50c2617f64569f2bf4757da6c762f445ab0e49f4b8c682727b48607aba,NPInter 主表,20f28d43608dd0916c07452b63f1a88315d68e70329c3403f7e702d9f3bba5e1,468
PAIR:e90e3380b34012a308337daf080595b632214bc5a3f585f1e94edb7eaedf8d44,NPInter 主表,93fd5d372017f4718ae8e099e9ddcc094f34e962b7863932ed2dced20fcef668,459
PAIR:51132ed0e55052a9398881570d211148b6bbcb5e76350dc7ffbd57b0be76238e,NPInter binding-site,fd9c4f489a3963404563b2303d9441b5411ed98f43ce7426261a46f26edcd390,27
PAIR:cd1939716bbc2faad8af4fe539cabdefab40bb038de5b18a1173386b78f3b4ac,NPInter binding-site,bf4b524af6c3669e30d9318068656617ddc2b198efd99613f1dad670bfb19344,24
PAIR:7f8b3101ef3197f25092feac323f711f49b2ce9298900877104fd7efa6c578e2,NPInter binding-site,8486804f6b8ddc10a57859a198246f891d236472a59ab9df1150d5816b70b1f9,39
PAIR:9e2ceea3f6a6d3b406766fdc41d34eed80f90c464ea75d1068118cb66f07ed47,NPInter 主表,9858d66dea3501e723ac35e3b2d34083b3edae41db47716204dc696ff5ee6aca,491
PAIR:0d9169c1adcabfb22d9952ca7089e8270e353b1201d394b8ab3fb439639f12c0,NPInter binding-site,495894908fe3d1bdc0e464b25b6abb94ef45ae22452fca041394208c70c05b45,12
PAIR:307dc070487c2db35182a8e9c7cdd1bfb9553e0738244c65582259449ca3bf42,NPInter 主表,125707665a66a3d1034857e36f4fdfdfa33bbe86b5be7ff541848f4bfd7739bb,490
PAIR:068bbf2a2f7d1c083b849d3ca1ab04cfa732f97aa8aa0ab588d1d9eeb23df776,NPInter binding-site,3278eb2f144c59693870e01b356ef99006a532f16ecd12a126db9ec98cdf674d,37
PAIR:a01ff7b8f974074c7102918d39d839e054d79b62b4f2291f385649e364f4b6ff,NPInter 主表,60eaaf9263bbc0a117627ce1192e59434b979fd3d33cdf83e34ff8afbb5c5f1d,382
PAIR:b998d4ea8141d21a05f1ad3776515734402c261c51b4a95602bd73bd10208365,NPInter binding-site,4aff87541d567ddb569617900064e82231a5addd961e9ff66c00471a3821b706,62
PAIR:87c266157ee276719063688d2837cfecba8648df910cadf5879a251e519d436f,NPInter binding-site,42a4be303c39d65dd5455281f48e7878c99f19f7b54b267db0a78f84a95d6e63,68
PAIR:eacd695904fa59af20ecac2b713918639838193e34cbdd780dd90c9fec11150b,NPInter 主表,b81d18547f6ff117550196e2cfbade0502de801f9e3e074def23b36d6b16ece0,434
PAIR:b0e8d00150149ee7c858c65dc4f58243b2db07ab17145ba1e5ece7d59f5659fb,NPInter binding-site,22c7634617a1110eb0b2a0efdbb66be0fed0c7be72787b9e2979ab0c8232b416,57
PAIR:cbbb2da9ce9ba43425a056f754594349b17123c5076a2c56df9fe7a52aa8c133,NPInter binding-site,023fa1deffb7945b9635e4e8c6b777f48c79a71c695d3b7be21c96474d189de4,47
PAIR:c3315eafe59c70a97ffa08a738b67aeb3ab80d73817f7a86c033e0b66cf2acd2,NPInter binding-site,3a7ae5783db16884065a6fdfeba44dfc0a12224bfc303c9bc029d72cc2764ffe,64
PAIR:5dab985b402aae5d55e3c1fff781fedc3de9a2e319705b4c80f91d4d539f4c6a,NPInter 主表,de6d213f155f8335750fac4b5a0c9ef13a6b3814ead2e957a43cec6760262f60,444
PAIR:3da48d2e08d4d318f7f5cfb8bd966f389de17c5939038c5e975acf255bc9a409,NPInter binding-site,ea950a32ee9089e23540721f1d848c7adfcc940f2d0ce55d732a0198c4b79c4f,41
PAIR:de52f2a4cfca18d7b7047f9b5958d1d3b88faca1af8201c9ab7454198f1b2bae,NPInter 主表,1bfbb602502ebcc8f2a2bcf7842ed61289d4e73b8a7a33d2c166697f3203df02,320
PAIR:889fd80df9316aff299d7ece02532321fc0c1b7895c64b80aefa6b21732f44f1,NPInter binding-site,180a05da5925ce5f540275437fe947906435d335a7b572a4525a4a1e4f067445,25
PAIR:60be04f4a74db447c3df8fa02d217d27a60485da06492e2a6cdf67ba64f7eb8a,NPInter binding-site,6f82dc9989eb99bf94176de5a0730d8bcb082feed8f35b093229e558c9dd3e13,56
PAIR:6577484e5cb657a95ec95cb2c871dfdf779253db04eeca0447ba7774240d91e7,NPInter binding-site,fa9994ffbe8582eb3a5c823d7965b60a204113755b3774767d0eeef759536d49,57
PAIR:9ecea64b3971cc258f034497ceca0cead4f018be3d9a20b47397652c572d8e2e,NPInter binding-site,6c2fb0ba11037d6e41146351f5bff202305bff01cd13707113d58bb7ad29e233,40
PAIR:ce5fe5956d42826691d095e498796e76274ceea881925f318cb40ebe0901902b,NPInter 主表,08c4a93972bf3757a1c413f0f7701be56f1b6975dfb1d1b69a5c2497b828781e,222
PAIR:246181e5aba911ec2c01a52c653986daa50e2915d2b98ffe31dc4e4f7cb9a519,NPInter binding-site,c6f350b7ef0f57e016aeae3bf9026b0f8d6a316baa369025f611d0499de67fdd,44
PAIR:d64c7faaedf1b1052804a4880d8c2409581c30e059e4f171042dbef83da38b5f,NPInter 主表,3887269e60280b00361401fc9279f97f88d9272a31719752560ae33d3138b118,386
PAIR:4682151dab70fbf4db2e1d599074e56f464363f4a7bc33df9d9810432eb1134d,NPInter binding-site,54d97d1f00cfa78bbd9c469fd524dede697f0f821c8342a299312347055accad,58
PAIR:66502f862ca6e814f47e9dd8f93173d92f040bf3199085f7cdab1f71f13235eb,NPInter binding-site,fc2eb89dc064dcce62aaa50d1cf092ca7778077287e0611410ed09710bc24325,35
PAIR:c7733af510e693b29a1398f48907026bf2700258b746ff54107425dc633e5e07,NPInter binding-site,f98de4b18719f449654379121cea12b78b9a20b482c77a1da766e297722b9f54,30
PAIR:c364e70af9de97da1a325ee8606401accca73cbec80ef678bb26bcc781366da0,NPInter binding-site,adbeb15329862f3aad6096b1fe1eb5a30160177ea7b11643d10acdf879cb86cc,29
PAIR:a0c7cbc328734876a2740f200f289a5551a01c675bc4e2b828bcb4851a16f82f,NPInter binding-site,23c4ba6d2543563cf04468482e2926c647f1030f472ccc6f0b57ec75609fbab4,20
PAIR:7c6aced42f0e97a5a0ce6034ef36ba947280b114ce74da1e5bfe4bd8e6feb4db,NPInter binding-site,b912b1a6acf7db53c53102e5a664f61d8ca30c56df45307c8ef6489c39f142d7,70
PAIR:f68048ab2c987713d050d061a5c4b046c05b7a5a64b6321073546ec62f8ca7f6,NPInter binding-site,ac412128efe55d682f28946ce82f9aed2f75e628f6ed6969e229f6f6d9b36458,19
PAIR:62b1cf84d221dc198d219d3517de64f1562797fedd5b9dfb8e26ebf07911d96e,NPInter binding-site,501fbd9fb372b058749b4d41b87bdbaf8b48efd5f5bff7bedb1bb92ff08ba554,56
PAIR:077bc127838342c98948a9e32a292c4f77726256a23fd09bf197b0a18061672d,NPInter 主表,30993ec785011160af65f386ec10bf77866380356347f0a2ba54c6080f49faba,376
PAIR:1bc96646f1e0fafdb856320d99d725c4b8483e5e344dcf42885688f56f050a85,NPInter binding-site,0ffcfe1e89d5e5fcd3a8380a2dc2bf6e8f814b0e1b47d5767a0164777bfa5e27,35
PAIR:6f7b19162c9f61039930fbe30e803cbfe97ae76a3dc567d46ac575651c959430,NPInter binding-site,2510d7dfe5a90d36eeec1b57a298efc999719afd61870092a43e40aa98fd4c78,37
PAIR:e602031c76f8fa6fba1d9ddcaf65fc6644868f054c6037ddfb22203b3688b4ec,NPInter binding-site,a496ffbd91ae4e2a29af74388fc9df7796638c3431044014044f91c3e96449ff,15
PAIR:fa8991ccf9928f80e4d050e4bbcd675de813d507faa204a9533d6db9e5fb3a94,NPInter binding-site,efbe25ad6d1d0ae3a4c37eb2fdbb7434c1f21788afcf3c89905bb20955a16be2,44
PAIR:603fdc8f8ca11edd38529637a1ca3d33785e3088690732a467f0c605f9506e71,NPInter 主表,7f13981bc24817dd9381715b29a801d9abd802d991dc0d4f8f7666801cce40ed,305
PAIR:be397ad44dc6c818ad328b9a467ec08939afe9a7d0f773eea3dbe4b31008cc8d,NPInter binding-site,6ebff75e99ea5c1a407c204d5776b5e92cda29d0d9c2564950eb0729ddbc4858,35
PAIR:b38d358ce416679a1aaf371d02d281b7cbc0887fc79d1a751d5986f63cd26b9b,NPInter binding-site,7656e36df74386ac6454ac76247853bbb27a02b40e567b9fdda182c0aeaae706,35
PAIR:956ea09164687f6d1fdcc27f324d6eacd14955af71fc2972ae79ceadb0b95a37,NPInter binding-site,a1547e18ffebbc2183d2b01386a829965db19eee479421ebab1b7ab7487743d5,46
PAIR:a083f77fc9f4979008867e0fb3db7b4f833665be6a4cb80f653b9566954dbd88,NPInter binding-site,fe45c94ffcc0eae917649ff15a601e7aaf5756106be5bd47abb148188937595e,43
PAIR:9a6c484f55c8376d2fe35e69f9fc1839c275a7ee605793ae048a165687b32b9f,NPInter binding-site,283424ffd1e4782b3d9852a85b9167b325e4dfd2f0432af75738edb2e6112c3b,32
PAIR:9cd82b2308752a14792802d4d45e507aa3e354a614a7ba9ddf54bcb03d80faa3,NPInter 主表,920e0115b8abbfe44189b19dc2e6ae2c221388d2947567f2d1da53b435cf12a2,401
PAIR:311f94428c772819cb6e17ffbeeb91c3ca48169367b2953a29fda2eba28e479b,NPInter 主表,fcdc702c2010ca78ccf8de6315316db02cf2cb20ad18b228991153c098d3d29f,202
PDB:1WSU,RCSB PDB,d7c16c2dd0023790118c70042b64da1068fe949307ed13c186aa9592ef053e3c,23
PAIR:306b82484ac303b7ba428069c98c8cc30328fe8bebe8edd2c9e103dfb0d65f71,NPInter binding-site,22fad29e2185f9a9a87978dd0db8f5acc3f45064e58c4e25c6f79c70beac8eaf,80
PAIR:4d2736e757ef956cd18a9c92cdc630a2d7e7366c473bb2d83ee699a56757a2ac,NPInter binding-site,cc798a8f9977febd77bce137d8c785ab43ee675b38d7170cea961b07d16decfb,22
PAIR:f34afeaf3b9a7aa3e5aa3f2b7a2983fa560a1ae5d2e2be7adad9abda999bb7da,NPInter binding-site,5a01e1bee86e7e20ebbfcc0c8865264b33d5b46a950a862b5137165df6fecf2c,27
PAIR:28807b3f48d6135b1b15d50a1b11808d971125a4f27a5c17e172b487e0135ea8,NPInter binding-site,75d52dbd0aa3235784d7e4de039c07d0fea02fb3e5d04e25cdc53d5dcf122c9c,75
PAIR:9b6b4276a763575a8dd383a7274b65dcc86990830889f98a8421c2a957216d77,NPInter binding-site,b8372f533aed199e59c9120f3410667febe0e707a8ae160e5968553c1342aaee,47
PAIR:4dec7dec8fe7dc1fe8742aab1415fe040fd5740db4486146f4d83fbc59f598ca,NPInter 主表,b98823a0ac4ea44b6e39db7c7b7149a7b1613ef80391e1d90e3be9e3574d2fef,449
PAIR:f544f3f516c45d588a43c218bdb0ab0554e740e17854cf082f737144605cec56,NPInter binding-site,2fd0449d711151bdee0370aa5dbcfe36b2a09a4e6517f4058ed3602db5b1d04b,56
PAIR:32575ea8e9c5e7e729a485724c5235285affd7dfd38c08c006bc57c5e4949e84,NPInter 主表,811a25948be15f0a226a81020695ee894a45e153e9f7f232f4bdab826dda194b,473
PAIR:17b75f18ae7b28d2046212f3f8641cf2dd7f8cc76d81874cf43a78207cdd21f2,NPInter binding-site,fee50224b01e58bfc75d7a51213756f9969edfeeebeba44e51d097945d8b6444,24
PAIR:442431d37cc07d2e40d473b66718ef04bd0f70b194e372d433ec3e36c852f27f,NPInter binding-site,46ae7273d859da24ac963fbd5bceb2ead5038e5c5782be623279fc4a9002db6d,47
PAIR:d241362c9dad0909ecdada5f3e1b1792b9b2031fb3bd373c7453b432cf66aef3,NPInter binding-site,9d930af60414096071584befe447c2ee62a8aa812f69582fa5ababe581095d7a,56
PAIR:67f6eb7184a87baf8a3dd0c511acfa1620c0a8db23bb4faed81f19b9b762622c,NPInter 主表,856ecf186a7c4b36d2bafe34c00fb5927d92dd4417a46149833966ff2680567c,360
PAIR:b8b5bc7d8fab3be0d4f03677aba1f8995bf634782dd84200b90775a706bff42e,NPInter 主表,f497447f1b56ff5db0f48e738f3f95d2b3ed2fe11c7214c346d260374adb1aa9,289
PAIR:4cb3529623ec63c12f363505e4cf35ed548c4edec5b1d62cfd0f03c3e0dbe7bd,NPInter binding-site,63fea48664f7b8bd5906de601dafdb56da3a6cbb815c91940329d7be09ea493d,20
PAIR:95328d6f0852317e1f716d5accf8b9ffc5ce6c02de782e42ff36f688ad5ca29e,NPInter binding-site,91c25b92551d6d5a9c234f0b313a73e185c474ef79dfa70c4dc78ff817bf3f94,35
PAIR:15c7d1704bb2972e6992401ce3a61b8aba38d1145fd515c4db128f16a3d1d3a4,NPInter binding-site,f50a03940e72291cc30c1075e2351e3e0376fdeeaa23a77f96ddfe5c4075af9d,119
PAIR:7e0d262ad78d5a843f7c0dadd1db32af0518cd71b48a4d88ee8620e72ce08ff2,NPInter binding-site,9db5599200a9c1e9f8f33dfe85bc5cb5dd202306a5685470043b8c7840e2955f,78
PAIR:81e0c7832694cd17b58218f6c17fce7d8f0f757f53f83cd3df5d14af1dbfd95f,NPInter binding-site,fab3843d09f1cb256f30197c3e945362700fdc18de886005ee28ca8fbf212d35,51
PAIR:0701286b0d1e4b59afad84c24e69323dde18df410e1e9bf6e00384c6be5bcb1e,NPInter 主表,e64928eb9105b27c9049e87fb4328ed381f1af2731adfa866a8efab854ebc710,442
PAIR:48a98ab7f9a2e0634faa287af8763fff4007cfd1c71462d3577159438db1a08a,NPInter binding-site,6af24a90bed6582814270c22c389af0bde1a2f0c875d3208e5449b2455503859,102
PAIR:9a4bdbfff7ee860f361729e4a7ca9b9d8ce5a244ae3afedd0eed76d6f62c332b,NPInter binding-site,f401e6cee60bd3b09ada94dfe332838364a03914a225f018316b4a3958151ca2,36
PAIR:0fc1d6db30558d627c3461eaca21ff8bb1c3ff16d25920eb9fa53e1e15de29f2,NPInter 主表,23ab0bbd0ebe662e80fc472ec1f126b904ceaba9fd9655d6f6ea61eff2957651,346
PAIR:f379337e861d8961cac0607e4bf5c2ba3976441a6a4d759b847bc48532ed1e6a,NPInter 主表,38b13dd9edfbfdc57be16b43cd4b7c00594ae6caf38e35e9dd55589eec7b35d1,433
PAIR:68a56c611ac091352eb8d6e1346ca9219ce46ada41fe55447c27b5f1601b61c6,NPInter binding-site,3bdd99e9cf177807ada9a614e4ce8fde184f9976855945f7eb181ca8e31b4a82,102
PAIR:eb2e64b0bccb44ca8c4910132361767d01a46203946089084666985b69c76b2e,NPInter 主表,ede63352cd352c1bf455404ef2285140098f2af8c751d0255ce41cc6ded44cde,481
PAIR:4ac157c7694070a20803947d1d5ba9c43e4cb1cfb50aec83e3c4a1e81023bb09,NPInter binding-site,42864c5e2a17228b1466a7a20aea449082dc176a302f4f025117aa40db39fdfd,16
PAIR:a838e676671c030e9b484ee39fabcd883eda71b478f83537dd34fdb08bfadf2d,NPInter binding-site,689f8a7392eaa3476b79d8f1ffda22ed6bbf65b3de74a01d9226e181382a267c,324
PAIR:31033d6ac6d38685d92c24bd7598caee2c73a22993350cb1d6f5990bd4af7b16,NPInter binding-site,9bd47b3efb5b5e9d60d1b24afc42b45eed4b5c4f95705be23f408be1edf721a1,22
PAIR:30cce79916d6ddbebc896e3f81f6e50d81bb16bf27c246a0f0f2c2901d6471ce,NPInter 主表,ecbdea6e2b195a33d9dc44ec0c345a6782d1d2ac74fd27a3f8cb678381f79f6e,494
PAIR:fe01e85732faecace8b466458d2fed7203122e3f8bcd737b7abfa3d0f856494b,NPInter binding-site,76523e19927c4a6b45ee0ed4c91471aa952b1f2e14cb65ede3df30675d893322,40
PAIR:835358aba3b71329a975a34808618f09aa035b5f4b27592b246329e8e27ead80,NPInter 主表,153466ee1c6c331f2853a3c4be8b8d3e3487a4c815da260d5f7b0da534ebf0c1,500
